"","ensembl_gene_id","hgnc_symbol","entrezgene"
"691","ENSG00000175087","PDIK1L",149420
"692","ENSG00000175130","MARCKSL1",65108
"693","ENSG00000175707","KDF1",126695
"694","ENSG00000175793","SFN",2810
"695","ENSG00000176083","ZNF683",257101
"696","ENSG00000176092","CRYBG2",55057
"697","ENSG00000176256","HMGB4",127540
"698","ENSG00000176261","ZBTB8OS",339487
"699","ENSG00000176378","PFN1P10",NA
"700","ENSG00000178828","RNF186",54546
"701","ENSG00000179002","TAS1R2",80834
"702","ENSG00000179163","FUCA1",2517
"703","ENSG00000179546","HTR1D",3352
"704","ENSG00000180098","TRNAU1AP",54952
"705","ENSG00000180198","RCC1",1104
"706","ENSG00000181773","GPR3",2827
"707","ENSG00000181817","LSM10",84967
"708","ENSG00000182749","PAQR7",164091
"709","ENSG00000182866","LCK",3932
"710","ENSG00000183114","FAM43B",163933
"711","ENSG00000183615","FAM167B",84734
"712","ENSG00000183726","TMEM50A",23585
"713","ENSG00000184007","PTP4A2",8073
"714","ENSG00000184389","A3GALT2",127550
"715","ENSG00000184454","NCMAP",400746
"716","ENSG00000184677","ZBTB40",9923
"717","ENSG00000185436","IFNLR1",163702
"718","ENSG00000186056","MATN1-AS1",100129196
"719","ENSG00000186501","TMEM222",84065
"720","ENSG00000186543","CROCCP5",NA
"721","ENSG00000187010","RHD",6007
"722","ENSG00000187513","GJA4",2701
"723","ENSG00000187942","LDLRAD2",401944
"724","ENSG00000187952","HS6ST1P1",NA
"725","ENSG00000187980","PLA2G2C",391013
"726","ENSG00000188060","RAB42",115273
"727","ENSG00000188257","PLA2G2A",5320
"728","ENSG00000188529","SRSF10",10772
"729","ENSG00000188672","RHCE",6006
"730","ENSG00000188782","CATSPER4",378807
"731","ENSG00000188784","PLA2G2E",30814
"732","ENSG00000188822","CNR2",1269
"733","ENSG00000188910","GJB3",2707
"734","ENSG00000189266","PNRC2",55629
"735","ENSG00000189280","GJB5",2709
"736","ENSG00000189410","SH2D5",400745
"737","ENSG00000189433","GJB4",127534
"738","ENSG00000196182","STK40",83931
"739","ENSG00000197056","ZMYM1",79830
"740","ENSG00000197245","FAM110D",79927
"741","ENSG00000197880","MDS2",259283
"742","ENSG00000197989","SNHG12",85028
"743","ENSG00000198492","YTHDF2",51441
"744","ENSG00000198746","GPATCH3",63906
"745","ENSG00000198830","HMGN2",3151
"746","ENSG00000200403","RNU6-1099P",NA
"747","ENSG00000201148","RNA5SP42",NA
"748","ENSG00000201868","",NA
"749","ENSG00000203325","",NA
"750","ENSG00000203620","",NA
"751","ENSG00000204138","PHACTR4",65979
"752","ENSG00000204160","ZDHHC18",84243
"753","ENSG00000204178","TMEM57",55219
"754","ENSG00000204219","TCEA3",6920
"755","ENSG00000206704","",NA
"756","ENSG00000206888","RNU6-48P",NA
"757","ENSG00000206981","RNU6-40P",NA
"758","ENSG00000207237","RNU6-110P",NA
"759","ENSG00000211454","AKR7L",246181
"760","ENSG00000214193","SH3D21",79729
"761","ENSG00000214812","",NA
"762","ENSG00000214973","CHCHD3P3",NA
"763","ENSG00000215381","",NA
"764","ENSG00000215520","RPS4XP4",NA
"765","ENSG00000215899","",NA
"766","ENSG00000215900","SELENOWP1",NA
"767","ENSG00000215905","",NA
"768","ENSG00000215906","LACTBL1",646262
"769","ENSG00000217644","",NA
"770","ENSG00000218510","LINC00339",29092
"771","ENSG00000219073","CELA3B",23436
"772","ENSG00000220785","MTMR9LP",NA
"773","ENSG00000221662","MIR1290",100302276
"774","ENSG00000222046","DCDC2B",149069
"775","ENSG00000222112","RN7SKP16",NA
"776","ENSG00000222784","RN7SKP91",NA
"777","ENSG00000222821","RNU4-27P",NA
"778","ENSG00000223382","LINC01778",NA
"779","ENSG00000223583","",NA
"780","ENSG00000224064","",NA
"781","ENSG00000224066","",NA
"782","ENSG00000224129","DPPA2P2",NA
"783","ENSG00000224311","",NA
"784","ENSG00000224333","GAPDHP20",NA
"785","ENSG00000224409","",NA
"786","ENSG00000225011","",NA
"787","ENSG00000225142","",NA
"788","ENSG00000225159","NPM1P39",NA
"789","ENSG00000225294","OSTCP2",NA
"790","ENSG00000225313","",NA
"791","ENSG00000225315","",NA
"792","ENSG00000225616","",NA
"793","ENSG00000225643","",NA
"794","ENSG00000225750","",NA
"795","ENSG00000225828","FAM229A",100128071
"796","ENSG00000225854","",NA
"797","ENSG00000225886","",NA
"798","ENSG00000225891","",NA
"799","ENSG00000225952","",NA
"800","ENSG00000225986","UBXN10-AS1",101928017
"801","ENSG00000225990","SNRPEP7",NA
"802","ENSG00000226396","",NA
"803","ENSG00000226487","",NA
"804","ENSG00000226662","CHMP1AP1",NA
"805","ENSG00000226664","",NA
"806","ENSG00000226698","",NA
"807","ENSG00000227000","HSPD1P14",NA
"808","ENSG00000227001","NBPF2P",NA
"809","ENSG00000227050","",NA
"810","ENSG00000227066","",NA
"811","ENSG00000227312","",NA
"812","ENSG00000227409","ZMYM4-AS1",100861513
"813","ENSG00000227868","TEX46",729059
"814","ENSG00000228105","LINC01757",105376827
"815","ENSG00000228172","",NA
"816","ENSG00000228176","",NA
"817","ENSG00000228348","EFCAB14P1",NA
"818","ENSG00000228397","LINC01635",101928043
"819","ENSG00000228589","SPCS2P4",NA
"820","ENSG00000228634","",NA
"821","ENSG00000228823","",NA
"822","ENSG00000228943","",NA
"823","ENSG00000229010","",NA
"824","ENSG00000229044","",NA
"825","ENSG00000229106","BTBD6P1",NA
"826","ENSG00000229162","",NA
"827","ENSG00000229167","",NA
"828","ENSG00000229239","",NA
"829","ENSG00000229259","LRRC37A12P",NA
"830","ENSG00000229388","LINC01715",105378616
"831","ENSG00000229607","",NA
"832","ENSG00000229786","SNRPFP2",NA
"833","ENSG00000229820","",NA
"834","ENSG00000229985","",NA
"835","ENSG00000229994","RPL5P4",NA
"836","ENSG00000230023","",284632
"837","ENSG00000230068","CDC42-IT1",NA
"838","ENSG00000230163","",NA
"839","ENSG00000230214","FTLP18",NA
"840","ENSG00000230228","",NA
"841","ENSG00000230424","",NA
"842","ENSG00000230523","LINC01756",101928460
"843","ENSG00000230703","",NA
"844","ENSG00000230833","RPEP3",NA
"845","ENSG00000231105","",100506801
"846","ENSG00000231163","CSMD2-AS1",402779
"847","ENSG00000231207","",NA
"848","ENSG00000231251","",NA
"849","ENSG00000231344","",NA
"850","ENSG00000231468","PRDX3P2",NA
"851","ENSG00000231953","",NA
"852","ENSG00000231978","",NA
"853","ENSG00000232037","",NA
"854","ENSG00000232298","",NA
"855","ENSG00000232335","",NA
"856","ENSG00000232482","",NA
"857","ENSG00000232557","",NA
"858","ENSG00000232768","",NA
"859","ENSG00000232862","",NA
"860","ENSG00000233069","",NA
"861","ENSG00000233072","RPS15AP6",NA
"862","ENSG00000233246","",101929464
"863","ENSG00000233372","",NA
"864","ENSG00000233399","LINC01648",101929406
"865","ENSG00000233419","",NA
"866","ENSG00000233427","",NA
"867","ENSG00000233431","",NA
"868","ENSG00000233478","",NA
"869","ENSG00000233755","",NA
"870","ENSG00000233775","",NA
"871","ENSG00000233940","RPL12P45",NA
"872","ENSG00000233975","LINC02574",NA
"873","ENSG00000234397","PPIAP34",NA
"874","ENSG00000234481","",NA
"875","ENSG00000234512","TLR12P",NA
"876","ENSG00000235052","",NA
"877","ENSG00000235112","HSPE1P27",NA
"878","ENSG00000235143","",NA
"879","ENSG00000235185","",105378614
"880","ENSG00000235432","",NA
"881","ENSG00000235434","",NA
"882","ENSG00000235790","",NA
"883","ENSG00000235907","",NA
"884","ENSG00000235912","",NA
"885","ENSG00000236009","",NA
"886","ENSG00000236065","",NA
"887","ENSG00000236073","",NA
"888","ENSG00000236155","",101928303
"889","ENSG00000236216","PPP1R11P1",NA
"890","ENSG00000236274","",NA
"891","ENSG00000236528","",NA
"892","ENSG00000236782","",NA
"893","ENSG00000236810","ELOA-AS1",100506963
"894","ENSG00000236936","",NA
"895","ENSG00000236963","LINC01141",NA
"896","ENSG00000237200","ZBTB40-IT1",NA
"897","ENSG00000237429","",NA
"898","ENSG00000237934","",NA
"899","ENSG00000238084","",NA
"900","ENSG00000238231","",NA
"901","ENSG00000239636","",NA
"902","ENSG00000239670","",NA
"903","ENSG00000240374","RN7SL503P",NA
"904","ENSG00000240490","RN7SL277P",NA
"905","ENSG00000240553","",NA
"906","ENSG00000240750","RN7SL559P",NA
"907","ENSG00000241014","",653160
"908","ENSG00000241169","",NA
"909","ENSG00000241547","ACTG1P20",NA
"910","ENSG00000242125","SNHG3",8420
"911","ENSG00000242688","RN7SL304P",NA
"912","ENSG00000243749","TMEM35B",100506144
"913","ENSG00000243905","RN7SL679P",NA
"914","ENSG00000244038","DDOST",1650
"915","ENSG00000249087","ZNF436-AS1",NA
"916","ENSG00000250135","",NA
"917","ENSG00000252947","SCARNA1",677774
"918","ENSG00000253304","TMEM200B",399474
"919","ENSG00000253368","TRNP1",388610
"920","ENSG00000254545","",NA
"921","ENSG00000254553","",NA
"922","ENSG00000255054","",NA
"923","ENSG00000255275","",NA
"924","ENSG00000255811","",NA
"925","ENSG00000259984","",NA
"926","ENSG00000260063","",101928728
"927","ENSG00000260386","LINC01225",149086
"928","ENSG00000261025","",NA
"929","ENSG00000261326","LINC01355",NA
"930","ENSG00000263529","RN7SL122P",NA
"931","ENSG00000264014","MIR4253",100422914
"932","ENSG00000264078","",NA
"933","ENSG00000264443","",NA
"934","ENSG00000264592","RN7SL131P",NA
"935","ENSG00000264773","MIR4420",100616164
"936","ENSG00000264926","MIR378F",100616492
"937","ENSG00000265606","MIR4695",100616120
"938","ENSG00000266203","MIR5585",100847018
"939","ENSG00000266210","RN7SL371P",NA
"940","ENSG00000269967","",NA
"941","ENSG00000270103","",NA
"942","ENSG00000270115","",NA
"943","ENSG00000270136","MINOS1-NBL1",100532736
"944","ENSG00000270605","",NA
"945","ENSG00000270728","",NA
"946","ENSG00000270733","",NA
"947","ENSG00000270850","",NA
"948","ENSG00000270927","",NA
"949","ENSG00000271164","",NA
"950","ENSG00000271398","",NA
"951","ENSG00000271420","",NA
"952","ENSG00000271428","",NA
"953","ENSG00000271554","",NA
"954","ENSG00000271741","",NA
"955","ENSG00000271840","",NA
"956","ENSG00000272084","",NA
"957","ENSG00000272432","",NA
"958","ENSG00000272478","",NA
"959","ENSG00000273274","ZBTB8B",728116
"960","ENSG00000274266","SNORA73A",NA
"961","ENSG00000274582","SNORA16A",NA
"962","ENSG00000274978","RNU11",26824
"963","ENSG00000276493","",NA
"964","ENSG00000276645","",NA
"965","ENSG00000277617","",NA
"966","ENSG00000277958","",NA
"967","ENSG00000278274","SNORA61",677838
"968","ENSG00000278572","",NA
"969","ENSG00000278966","",NA
"970","ENSG00000278997","",NA
"971","ENSG00000279179","",NA
"972","ENSG00000279443","",NA
"973","ENSG00000279625","",NA
"974","ENSG00000280498","SNORA16A",692073
"975","ENSG00000282872","C1orf232",NA
"976","ENSG00000283234","",NA
"977","ENSG00000283938","MIR3917",100500808
"978","ENSG00000284005","MIR6084",102464833
"979","ENSG00000284154","MIR3605",100500853
"980","ENSG00000284309","",NA
"981","ENSG00000284543","LINC01226",NA
"982","ENSG00000284602","",NA
"983","ENSG00000284640","",NA
"984","ENSG00000284641","",NA
"985","ENSG00000284650","",NA
"986","ENSG00000284657","",NA
"987","ENSG00000284676","",NA
"988","ENSG00000284699","",NA
"989","ENSG00000284702","",NA
"990","ENSG00000284705","",NA
"991","ENSG00000284710","",NA
"992","ENSG00000284720","",NA
"993","ENSG00000284721","",NA
"994","ENSG00000284726","",NA
"995","ENSG00000284743","",NA
"996","ENSG00000006555","TTC22",55001
"997","ENSG00000010803","SCMH1",22955
"998","ENSG00000021852","C8B",732
"999","ENSG00000043514","TRIT1",54802
"1000","ENSG00000044012","GUCA2B",2981
"1001","ENSG00000049089","COL9A2",1298
"1002","ENSG00000058799","YIPF1",54432
"1003","ENSG00000058804","NDC1",55706
"1004","ENSG00000065978","YBX1",4904
"1005","ENSG00000066056","TIE1",7075
"1006","ENSG00000066135","KDM4A",9682
"1007","ENSG00000066136","NFYC",4802
"1008","ENSG00000066185","ZMYND12",84217
"1009","ENSG00000066322","ELOVL1",64834
"1010","ENSG00000070759","TESK2",10420
"1011","ENSG00000070785","EIF2B3",8891
"1012","ENSG00000078618","NRDC",4898
"1013","ENSG00000079277","MKNK1",8569
"1014","ENSG00000081870","HSPB11",51668
"1015","ENSG00000084070","SMAP2",64744
"1016","ENSG00000084072","PPIE",10450
"1017","ENSG00000084073","ZMPSTE24",10269
"1018","ENSG00000085831","TTC39A",22996
"1019","ENSG00000085832","EPS15",2060
"1020","ENSG00000085840","ORC1",4998
"1021","ENSG00000085998","POMGNT1",55624
"1022","ENSG00000085999","RAD54L",8438
"1023","ENSG00000086015","MAST2",23139
"1024","ENSG00000090621","PABPC4",8761
"1025","ENSG00000116133","DHCR24",1718
"1026","ENSG00000116157","GPX7",2882
"1027","ENSG00000116171","SCP2",6342
"1028","ENSG00000116205","TCEANC2",127428
"1029","ENSG00000116209","TMEM59",9528
"1030","ENSG00000116212","LRRC42",115353
"1031","ENSG00000116221","MRPL37",51253
"1032","ENSG00000116922","C1orf109",54955
"1033","ENSG00000116954","RRAGC",64121
"1034","ENSG00000116981","NT5C1A",84618
"1035","ENSG00000116983","HPCAL4",51440
"1036","ENSG00000116985","BMP8B",656
"1037","ENSG00000116990","MYCL",4610
"1038","ENSG00000117000","RLF",6018
"1039","ENSG00000117010","ZNF684",127396
"1040","ENSG00000117013","KCNQ4",9132
"1041","ENSG00000117016","RIMS3",9783
"1042","ENSG00000117385","P3H1",64175
"1043","ENSG00000117394","SLC2A1",6513
"1044","ENSG00000117395","EBNA1BP2",10969
"1045","ENSG00000117399","CDC20",991
"1046","ENSG00000117400","MPL",4352
"1047","ENSG00000117407","ARTN",9048
"1048","ENSG00000117408","IPO13",9670
"1049","ENSG00000117410","ATP6V0B",533
"1050","ENSG00000117411","B4GALT2",8704
"1051","ENSG00000117419","ERI3",79033
"1052","ENSG00000117425","PTCH2",8643
"1053","ENSG00000117448","AKR1A1",10327
"1054","ENSG00000117450","PRDX1",5052
"1055","ENSG00000117461","PIK3R3",8503
"1056","ENSG00000117472","TSPAN1",10103
"1057","ENSG00000117480","FAAH",2166
"1058","ENSG00000117481","NSUN4",387338
"1059","ENSG00000117834","SLC5A9",200010
"1060","ENSG00000117859","OSBPL9",114883
"1061","ENSG00000117862","TXNDC12",51060
"1062","ENSG00000121310","ECHDC2",55268
"1063","ENSG00000123080","CDKN2C",1031
"1064","ENSG00000123091","RNF11",26994
"1065","ENSG00000123472","ATPAF1",64756
"1066","ENSG00000123473","STIL",6491
"1067","ENSG00000126088","UROD",7389
"1068","ENSG00000126091","ST3GAL3",6487
"1069","ENSG00000126106","TMEM53",79639
"1070","ENSG00000126107","HECTD3",79654
"1071","ENSG00000127124","HIVEP3",59269
"1072","ENSG00000127125","PPCS",79717
"1073","ENSG00000127129","EDN2",1907
"1074","ENSG00000127603","MACF1",23499
"1075","ENSG00000127603","MACF1",643314
"1076","ENSG00000131233","GJA9",81025
"1077","ENSG00000131236","CAP1",10487
"1078","ENSG00000131238","PPT1",5538
"1079","ENSG00000132122","SPATA6",54558
"1080","ENSG00000132128","LRRC41",10489
"1081","ENSG00000132763","MMACHC",25974
"1082","ENSG00000132768","DPH2",1802
"1083","ENSG00000132773","TOE1",114034
"1084","ENSG00000132780","NASP",4678
"1085","ENSG00000132781","MUTYH",4595
"1086","ENSG00000134690","CDCA8",55143
"1087","ENSG00000134697","GNL2",29889
"1088","ENSG00000134717","BTF3L4",91408
"1089","ENSG00000134744","ZCCHC11",23318
"1090","ENSG00000134748","PRPF38A",84950
"1091","ENSG00000142700","DMRTA2",63950
"1092","ENSG00000142937","RPS8",6202
"1093","ENSG00000142945","KIF2C",11004
"1094","ENSG00000142949","PTPRF",5792
"1095","ENSG00000142959","BEST4",266675
"1096","ENSG00000142961","MOB3C",148932
"1097","ENSG00000142973","CYP4B1",1580
"1098","ENSG00000143001","TMEM61",199964
"1099","ENSG00000143006","DMRTB1",63948
"1100","ENSG00000154198","CYP4Z2P",163720
"1101","ENSG00000154222","CC2D1B",200014
"1102","ENSG00000157077","ZFYVE9",9372
"1103","ENSG00000157131","C8A",731
"1104","ENSG00000157184","CPT2",1376
"1105","ENSG00000157193","LRP8",7804
"1106","ENSG00000157211","CDCP2",200008
"1107","ENSG00000157216","SSBP3",23648
"1108","ENSG00000158315","RHBDL2",54933
"1109","ENSG00000159214","CCDC24",149473
"1110","ENSG00000159479","MED8",112950
"1111","ENSG00000159588","CCDC17",149483
"1112","ENSG00000159592","GPBP1L1",60313
"1113","ENSG00000159596","TMEM69",51249
"1114","ENSG00000159658","EFCAB14",9813
"1115","ENSG00000162365","CYP4A22",284541
"1116","ENSG00000162366","PDZK1IP1",10158
"1117","ENSG00000162367","TAL1",6886
"1118","ENSG00000162368","CMPK1",51727
"1119","ENSG00000162373","BEND5",79656
"1120","ENSG00000162374","ELAVL4",1996
"1121","ENSG00000162377","COA7",65260
"1122","ENSG00000162378","ZYG11B",79699
"1123","ENSG00000162383","SLC1A7",6512
"1124","ENSG00000162384","C1orf123",54987
"1125","ENSG00000162385","MAGOH",4116
"1126","ENSG00000162390","ACOT11",26027
"1127","ENSG00000162391","FAM151A",338094
"1128","ENSG00000162396","PARS2",25973
"1129","ENSG00000162398","LEXM",163747
"1130","ENSG00000162399","BSND",7809
"1131","ENSG00000162402","USP24",23358
"1132","ENSG00000162407","PLPP3",8613
"1133","ENSG00000162409","PRKAA2",5563
"1134","ENSG00000162415","ZSWIM5",57643
"1135","ENSG00000162456","KNCN",148930
"1136","ENSG00000162600","OMA1",115209
"1137","ENSG00000163874","ZC3H12A",80149
"1138","ENSG00000163875","MEAF6",64769
"1139","ENSG00000163877","SNIP1",79753
"1140","ENSG00000163879","DNALI1",7802
"1141","ENSG00000163909","HEYL",26508
"1142","ENSG00000164002","EXO5",64789
"1143","ENSG00000164007","CLDN19",149461
"1144","ENSG00000164008","C1orf50",79078
"1145","ENSG00000164010","ERMAP",114625
"1146","ENSG00000164011","ZNF691",51058
"1147","ENSG00000168389","MFSD2A",84879
"1148","ENSG00000168653","NDUFS5",4725
"1149","ENSG00000169174","PCSK9",255738
"1150","ENSG00000169213","RAB3B",5865
"1151","ENSG00000169218","RSPO1",284654
"1152","ENSG00000171357","LURAP1",541468
"1153","ENSG00000171790","SLFNL1",200172
"1154","ENSG00000171793","CTPS1",1503
"1155","ENSG00000171872","KLF17",128209
"1156","ENSG00000171960","PPIH",10465
"1157","ENSG00000173406","DAB1",1600
"1158","ENSG00000173660","UQCRH",7388
"1159","ENSG00000173846","PLK3",1263
"1160","ENSG00000174332","GLIS1",148979
"1161","ENSG00000174348","PODN",127435
"1162","ENSG00000174574","AKIRIN1",79647
"1163","ENSG00000177181","RIMKLA",284716
"1164","ENSG00000177868","SVBP",374969
"1165","ENSG00000178028","DMAP1",55929
"1166","ENSG00000178922","HYI",81888
"1167","ENSG00000179178","TMEM125",128218
"1168","ENSG00000179862","CITED4",163732
"1169","ENSG00000182109","",NA
"1170","ENSG00000182183","FAM159A",348378
"1171","ENSG00000183317","EPHA10",284656
"1172","ENSG00000183386","FHL3",2275
"1173","ENSG00000183431","SF3A3",10946
"1174","ENSG00000183520","UTP11",51118
"1175","ENSG00000183682","BMP8A",353500
"1176","ENSG00000184292","TACSTD2",4070
"1177","ENSG00000184313","MROH7",374977
"1178","ENSG00000185090","MANEAL",149175
"1179","ENSG00000185104","FAF1",11124
"1180","ENSG00000185668","POU3F1",5453
"1181","ENSG00000186094","AGBL4",84871
"1182","ENSG00000186118","TEX38",374973
"1183","ENSG00000186160","CYP4Z1",199974
"1184","ENSG00000186377","CYP4X1",260293
"1185","ENSG00000186409","CCDC30",728621
"1186","ENSG00000186564","FOXD2",2306
"1187","ENSG00000186603","HPDL",84842
"1188","ENSG00000186790","FOXE3",2301
"1189","ENSG00000186973","FAM183A",440585
"1190","ENSG00000187048","CYP4A11",1579
"1191","ENSG00000187147","RNF220",55182
"1192","ENSG00000187801","ZFP69B",65243
"1193","ENSG00000187815","ZFP69",339559
"1194","ENSG00000187889","FYB2",199920
"1195","ENSG00000188396","TCTEX1D4",343521
"1196","ENSG00000188786","MTF1",4520
"1197","ENSG00000188800","TMCO2",127391
"1198","ENSG00000196449","YRDC",79693
"1199","ENSG00000196517","SLC6A9",6536
"1200","ENSG00000197273","GUCA2A",2980
"1201","ENSG00000197429","IPP",3652
"1202","ENSG00000197587","DMBX1",127343
"1203","ENSG00000197982","C1orf122",127687
"1204","ENSG00000198198","SZT2",23334
"1205","ENSG00000198520","C1orf228",339541
"1206","ENSG00000198711","SSBP3-AS1",619518
"1207","ENSG00000198754","OXCT2",64064
"1208","ENSG00000198815","FOXJ3",22887
"1209","ENSG00000198841","KTI12",112970
"1210","ENSG00000199240","RNA5SP46",NA
"1211","ENSG00000199377","RNU5F-1",26828
"1212","ENSG00000199831","RN7SKP291",NA
"1213","ENSG00000199963","RNU6-605P",NA
"1214","ENSG00000200169","RNU5D-1",NA
"1215","ENSG00000201003","",NA
"1216","ENSG00000203356","LINC01562",105378716
"1217","ENSG00000203985","LDLRAD1",388633
"1218","ENSG00000203995","ZYG11A",440590
"1219","ENSG00000204006","C1orf185",284546
"1220","ENSG00000204060","FOXO6",NA
"1221","ENSG00000204084","INPP5B",3633
"1222","ENSG00000206627","RNU6-969P",NA
"1223","ENSG00000207256","RNU6-880P",NA
"1224","ENSG00000211452","DIO1",1733
